id,author,title,venue,address,publisher,editor,date,volume,pages
438,,an investigation of niche and species formation in genetic function op-timization.,"proceedings of the third international conference on genetic algorithms,",,morgan kaufmann.,"in j. schaffer (ed.),",,,pp. 42-50.
439,,an investigation of niche and species formation in genetic function optimization.,"proceedings of the third international conference on genetic algorithms,",,morgan kaufmann.,"in j. schaffer (ed.),",,,pp. 42-50.
440,michael pazzani and dennis kibler.,the utility of knowledge in inductive learning.,"machine learning,",,,,1992,(9),":57-94,"
441,"m. pazzani & d. kibler,","the utility of knowledge in inductive learning,","machine learning ,",,,,"1992,","9,",57-94.
442,pazzani m. and kibler d.,the utility of knowledge in inductive learning.,"machine learning,",,,,(1991).,"9, 1,",57-94.
443,"pazzani, m. & kibler, d.",the utility of knowledge in inductive learning.,machine learning,"boston, ma:",kluwer academic publishers.,,(1992).,v. 9,1.
444,"pazzani, m. j., & kibler, d.",the utility of knowledge in inductive learning.,"machine learning,",,,,(1992).,"9,",57-94.
445,"pazzani, m. j., kibler, d.",the utility of knowledge in inductive learning.,"machine learning,","boston, ma:",kluwer academic publishers.,,(1992).,"volume 9,",1.
446,"pazzani, m., & kibler, d.",the role of prior knowledge in inductive learning.,machine learning.,,,,(1992).,,
447,"pazzani, m., & kibler, d.",the utility of background knowledge in inductive learning.,"machine learning,",,,,(1992).,"9,",57-94.
448,"pazzani, m., & kibler, d.",the utility of knowledge in inductive learning .,"machine learning,",,,,(1992).,"9,",57-94.
449,"pazzani, m., & kibler, d.",the utility of knowledge in inductive learning.,"machine learning,",,,,(1992).,"9 (1),",57-94.
450,"pazzani, m., & kibler, d.",the utility of knowledge in inductive learning.,"machine learning,",,,,(1992).,9 (1).,
451,"pazzani, m., & kibler, d.",the utility of prior knowledge in inductive learning.,"machine learning,",,,,(1992).,"9,",57-94.
452,"pazzani, michael and kibler, dennis 1992.",the utility of knowledge in inductive learning.,machine learning 9(1).,,,,,,
453,"pazzani, m. j. and kibler, d.",the role of prior knowledge in inductive learning.,"ma chine learning,",,,,,"vol.9 (1992),",pp. 54-97.
454,m. pazzani and d. kibler.,the utility of knowledge in inductive learning.,"machine learning,",,,,1992.,9,":57-94,"
455,"m. pazzani and d. kibler,","""the utility of knowledge in inductive learning,""","machine learning,",,,,"1991,","vol.9,",pp. 57-94.
456,m. pazzani and d. kibler.,the utility of knowledge in inductive learning.,"machine learning,",,,,", 1992.",9,57-94
457,"m. pazzani and d. kibler,","""the utility of knowledge in inductive learning,""","machine learning,",,,,1992.,"vol.9,","pp. 57-94,"
458,michael pazzani and dennis kibler.,the utility of knowledge in inductive learning.,"machine learning journal,",,,,1992. (/year).,,
459,m. pazzani and d. kibler.,the utility of knowledge in inductive learning.,"machine learning,",,,,1992.,"9(1),",
460,"pazzani, m. & kibler, d.",the utility of knowledge in inductive learning.,machine learning,,,,,"9(1),",57-94.
461,"pazzani, m., and kibler, d.,","""the utility of knowledge in inductive learning,""","machine learning,",,,,1992.,"9,","57-94,"
462,m. pazzani and d. kibler.,the utility of background knowledge in inductive learning.,"machine learning,",,,,1992.,9,"57-94,"
463,"pazzani, m. , and kibler, d.,","the utility of knowledge in inductive learning,","machine learning,",,,,1992.,9,"57-94,"
464,m. pazzani & d.,"kibler the utility of knowledge in inductive learning machine learning,",,,,,1992.,9(1):,"57-94,"
465,"pazzani, m. j., and kibler, d.",the utility of knowledge in inductive learning.,machine learning,,,,(1992).,9,57-94.
466,"pazzani, m. and kibler, d.",the utility of knowledge in inductive learning.,"machine learning journal,",,,,(1992).,9(1),57-94.
467,"pazzani, m. and kibler, d.",the utility of knowledge in inductive learning.,machine learning,,,,"1992,","9(1),",57-94
468,"pazzani, m. and kibler, d.,","the utility of knowledge in inductive learning,","machine learning,",,,,1992.,9(1),
469,"pazzani, m., & kibler, d.",the utility of knowledge in inductive learning.,"machine learning,",,,,(1992).,"9:1,",57-94.
470,"pazzani, m., and kibler, d.",the utility of background knowledge in inductive learning.,"machine learning,",,,,(1992).,9,57-94.
471,"pazzani, m., and kibler, d.",the utility of background knowledge in inductive learning.,machine learning 9,,,,1992.,,57-94.
472,"pazzani, m., and kibler, d.",the utility of prior knowledge in inductive learning.,machine learning,,,,1992.,9,54-97.
473,m. pazzani and d. kibler.,the utility of knowledge in inductive learning.,"machine learning,",,,,1992.,9(1),"57-94,"
474,micheal j. pazzani and dennis kibler.,the utility of knowledge in inductive learning.,"machine learning,",,,,1992.,9,"57-94,"
475,m. pazzani and d. kibler.,the utility of prior knowledge in inductive learning.,"machine learning,",,,,1992.,9,"54-97,"
476,micheal j. pazzani and dennis kibler.,the role of prior knowledge in inductive learning.,"machine learning,",,,,1992.,9,"54-97,"
477,"pazzani, m. and d. kibler,","""the utility of knowledge in inductive learning"",","machine learning,",,,,1992.,9,"57-94,"
478,"pazzani, m. and kibler, d.",the utility of knowledge in inductive learning.,"machine learning,",,,,1992.,9(1):,"57-94,"
479,"pazzani, m., and kibler, d.,","""the utility of knowledge in inductive learning"",","machine learning,",,,,1992.,9(1),"57-94,"
480,m. pazzani and d. kibler.,the utility of knowledge in inductive learning.,"machine learning,",,,,1997.,9(1),"57-94,"
481,"pazzani, m. j., kibler, d.",the utility of knowledge in inductive learning.,,"irvine, ca: university of california, irvine, department of information and computer science.",,,(1990).,,
482,"pazzani, m., & kibler, d.",the utility of knowledge in inductive learning,,"department of information and computer science. irvine,",,,(1990).,,
483,"pazzani, m., & kibler, d.",the utility of knowledge in inductive learning,,"university of california, department of information & computer science. irvine,ca:",,,(1990).,,
484,"utgoff, p. e. and brodley, c. e.",an incre-mental method for finding multivariate splits for decision trees.,"proceedings of the ninth national conference on artificial intelligence,",,,,(1990).,6,pages 58-65.
485,"utgoff, p. e. and brodley c. e.",an incremental method for finding multivariate splits for decision trees.,in proceedings of the seventh international conference on machine learning,"austin, tx:",morgan kaufmann.,,(1990),,(pp. 58-65).
486,"utgoff, p. e., & brodley, c. e.",an incremental method for finding mul-tivariate splits for decision trees.,"in proceedings of the seventh international conference on machine learning,","los altos, ca.",,,(1990).,,
487,"utgoff, p. e., & brodley, c. e.",an incremental method for finding multivariate splits for decision trees.,in proceedings of the seventh international conference on machine learning,"austin, tx:",morgan kaufmann.,,(1990).,,(pp. 58-65).
488,"utgoff, p. e., & brodley, c. e.",an incremental method for finding multivariate splits for decision trees.,"in proceedings of the seventh international conference on machine learning,","los altos, ca.",,,(1990).,,
489,"utgoff, p. e., & brodley, c. e.",an incremental method for finding multivariate splits for decision trees.,"in proceedings of the seventh international conference on machine learning,","los altos, ca.",morgan kaufmann.,,(1990).,,pp. 58-65.
490,"utgoff, p. e., & brodley, c. e.",an incremental method for finding multivariate splits for decision trees.,proceedings of the seventh international conference on machine learning,"austin, tx:",morgan kaufmann.,,(1990).,,(pp. 58-65).
491,"utgoff, p. e., & brodley, c. e.",an incremental method for finding multivariate splits for decision trees.,proceedings of the seventh international conference on machine learning,"austin, tx:",morgan kaufmann.,,(1990).,14,(pp. 58-65).
492,"utgoff, p. e., and brodley, c. e.",an incremental method for finding multivariate splits for decision trees.,"in proceedings 7th international conference on machine learning,",san francisco:,morgan kaufmann.,,1990.,,58-65.
493,p. utgoff and c. brodley.,an incremental method for find multivariate splits for decision trees.,"in proceedings of the seventh international conference on machine learning,","los altos, ca.",morgan kaufmann.,,,,"pages 56-65,"
494,p.e. utgoff and c.e. brodley.,an incremental method for finding mul--tivariate splits for decision trees.,"in machine learning:proceedings of the seventh international conference,","university of texas, austin, texas,",,,1990.,,pages 58-65.
495,p. e. utgoff and c. e. brodley.,an incremental method for finding multivariate splits for decision trees.,"in proceedings of the seventh international conference on machine learning,","los altos, ca,",morgan kaufmann.,,,16,"pages 58-65,"
496,p. e. utgoff and c. e. brodley.,an incremental method for finding multivariate splits for decision trees.,"in proceedings of the seventh international conference on machine learning,","los altos, ca,",morgan kaufmann.,,1990.,16,"pages 58-65,"
497,paul e. utgoff and carla e. brodley.,an incremental method for finding multivariate splits for decision trees.,"in proceedings of the seventh international conference on machine learning,","los altos, ca,",morgan kauf-mann.,,1990.,,"pages 58-65,"
498,paul e. utgoff and carla e. brodley.,an incremental method for finding multivariate splits for decision trees.,"in proceedings of the seventh international conference on machine learning,","los altos, ca,",morgan kauf-mann.,,,,"pages 58-65,"
499,"utgoff, p. e., berkman, n. c., & clouse, j. a.",decision tree induction based on efficient tree restructuring.,machine learning.,,,,,,
500,"utgoff, p. e.; berkman, n. c.; and clouse, j. a.",decision tree induction based on efficient tree restructuring.,machine learning,,,,1997.,29(1),
501,"paul e. utgoff, neil c. berkman, and jeffery a. clouse.","decision tree induction based on efficient tree restructuring. machine learning,",,,,,1997.,"29:5,",
502,"p. e. utgoff, n. c. berkman, and j. a. clouse.",decision tree induction based on efficient tree restructuring.,"machine learning,",,,,october 1997.,,
503,"utgoff, p. e., berkman, n. c., & clouse, j. a.",(in press). decision tree induction based on efficient tree restructuring.,machine learning.,,,,,,
504,p. utgoff.,an improved algorithm for incremental induction of decision trees.,"proceedings of the eleventh international conference on machine learning,","rutgers university, new brunswick, nj,",morgan kaufmann.,"in w. cohen and h. hirsh, editors,",1994.,,"pages 318-325,"
505,"utgoff, p.","an improved algorithm for incremental induction of decision trees,",,,,in hirsh & cohen,"(1994),",,pp. 318-326.
506,"utgoff, p. e.","an improved algorithm for incremental induction of decision trees,","in ""machine learning: proceedings of the eleventh international conference"",",,"morgan kaufmann,",,"(1994),",,pp. 318-325.
507,"utgoff, p. e.","an improved algorithm for incremental induction of decision trees,","in machine learning:proceedings of the eleventh international conference,",,"morgan kaufmann,",,"(1994),",,pp. 318-325.
508,"utgoff, p. e.",an improved algorithm for incremental induction of decision trees.,in proceedings of the eleventh international conference on machine learning,"new brunswick, nj:",morgan kaufmann.,,(1994).,,(pp. 318-325).
